index,id,url,#reviewers,#messages,#inline_comments,#unsolved_inline_comments,len_messages,churn,#revisions,#files,duration,len_description,subject categories,subject keywords,description categories,description keywords,subject,description
273424,qt%2Fqtbase~wip%2Fcmake~Ib14c030ef6d2e988aaaebca354cf1a6881e05e25,https://codereview.qt-project.org/248201,7,7,4,0,253,42,3,1,18.8058333333333,97,refactoring/,refactor|,refactoring/,refactor|,CMake: Refactor qt module name related code,CMake: Refactor qt module name related code  Change-Id: Ib14c030ef6d2e988aaaebca354cf1a6881e05e25
273467,qt%2Fqtbase~5.12~I65c8d7620f01107f8f59c96896b1a641d97f5fdc,https://codereview.qt-project.org/247049,5,19,0,0,86993,234,5,1,311.071111111111,322,refactoring/,refactor|,refactoring/,refactor|,Refactor tst_QAbstractSlider::keyPressed(),"WIP: Refactor tst_QAbstractSlider::keyPressed()  Don't do several tests at once in the test function. Instead, move the extra tests to the data function. This makes it possible to easily add a self-contained test (i.e row) for an upcoming fix.  Task-number: QTBUG-25988 Change-Id: I65c8d7620f01107f8f59c96896b1a641d97f5fdc"
273776,qt%2Fqtbase~5.12~Idd0c85a4e7b64f9c9c7dfffd156c5b7d76cf657b,https://codereview.qt-project.org/247078,6,16,1,0,94563,7,2,1,143.391388888889,192,refactoring/,refactor|,refactoring/,refactor|,QSettings: quick refactor for readability,"QSettings: quick refactor for readability  Helps with debugging the code too, as you can follow what's on the file with the ""ch"" variable.  Change-Id: Idd0c85a4e7b64f9c9c7dfffd156c5b7d76cf657b"
273837,qt%2Fqtdeclarative~dev~Idf861ce4286e24cecd81f802032243b467950c5e,https://codereview.qt-project.org/224328,3,17,9,0,798,374,6,4,6206.1625,167,refactoring/,refactor|,refactoring/,refactor|,Refactor QQuickSinglePointHandler into public and private classes,Refactor QQuickSinglePointHandler into public and private classes  It will be supported C++ API from 5.12 onward.  Change-Id: Idf861ce4286e24cecd81f802032243b467950c5e
274514,qt%2Fqtremoteobjects~5.12~I0906c6705bc61352a115f7b714efef0acafcc600,https://codereview.qt-project.org/343686,4,12,5,0,1628,160,4,2,3.79222222222222,262,refactoring/,refactor|,refactoring/,refactor|,Refactor the TestModelView test,Refactor the TestModelView test  Refactored the test cases for row insertion and removal. Removed the code duplication and simplified the logic for waiting for signals from the model.  Task-number: QTBUG-90688 Change-Id: I0906c6705bc61352a115f7b714efef0acafcc600
274583,qt%2Fqtremoteobjects~dev~I0906c6705bc61352a115f7b714efef0acafcc600,https://codereview.qt-project.org/340806,4,7,0,0,1332,231,2,2,526.612222222222,262,refactoring/,refactor|,refactoring/,refactor|,Refactor the TestModelView test,Refactor the TestModelView test  Refactored the test cases for row insertion and removal. Removed the code duplication and simplified the logic for waiting for signals from the model.  Task-number: QTBUG-90688 Change-Id: I0906c6705bc61352a115f7b714efef0acafcc600
274713,pyside%2Fpyside-setup~5.12~I765beb2d09600e78abd314cbb394cd106ec22f03,https://codereview.qt-project.org/243581,6,14,4,0,4586,59,2,1,891.531111111111,394,refactoring/,refactor|,refactoring/,refactor|,libpyside: Refactor MetaObjectBuilderPrivate::parsePythonType(),"libpyside: Refactor MetaObjectBuilderPrivate::parsePythonType()  - Use std::vector to collect the base types. Append the type   first to avoid reshuffling when prepending. - Add properties immediately instead of storing in the 2nd   loop as signals are already added. - Clang tidy: Use range based for, auto, nullptr  Task-number: PYSIDE-784 Change-Id: I765beb2d09600e78abd314cbb394cd106ec22f03"
276692,qt%2Fqtivi~dev~I0bed939e5cdf8fbce9a09ebf1647b58ba8506428,https://codereview.qt-project.org/243806,4,12,4,0,33403,316,3,6,92.1352777777778,507,refactoring/,refactor|,refactoring/,refactor|,Refactor the simulation_backend for zoned interfaces,Refactor the simulation_backend for zoned interfaces  The backend now provides all properties as Q_PROPERTY independent on whether they are zoned or not. In addition all properties can also be part of a zone. All zones are provided to the QIviSimulationEngine using the zones property.  Removed all boundary checks from the autogenerated C++ code. These will be added later again as part of the autogenerated QML code instead.  Task-number: AUTOSUITE-629 Change-Id: I0bed939e5cdf8fbce9a09ebf1647b58ba8506428
276866,qt-apps%2Fneptune3-ui~dev~I120a5995d25bccb613f62028c70f078e3a224c35,https://codereview.qt-project.org/243499,3,10,2,0,270,116,4,5,27.4744444444444,755,refactoring/,refactor|,refactoring/,refactor|,[style] Refactor Button.customBackgroundColor,"Refactor Button.customBackgroundColor  - Avoids adding new API to Button - Is explicit since you want also to change opacity and color behaviors. So   you get what you say in the code, without hidden side effects - Is more flexible as you can override any behavior for background color,   opacity, etc without affecting the Button API. It's all about the background   not the Button itself. Exploit modularity. - If the custom colored background button turns out to be a thing, we could   then create a ColoredButtonBackground to avoid copy-pasting the new   behavior everywhere (helping with consistency). But while that doesn't   happen, reusing ButtonBackground suffices.  Task-number: AUTOSUITE-674 Change-Id: I120a5995d25bccb613f62028c70f078e3a224c35"
277007,installer-framework%2Finstaller-framework~master~I30cf1599ecb06a633719622427855a57696d5987,https://codereview.qt-project.org/243378,5,7,2,0,288,970,4,5,22.8980555555556,199,refactoring/,refactor|,refactoring/,refactor|,Refactor component selection page,Refactor component selection page  Component selection page has a lot of widgets compared to other pages so moved the implementation to own file.  Change-Id: I30cf1599ecb06a633719622427855a57696d5987
277114,qt-extensions%2Fqthttpserver~master~I11e7100dd5f25d6c02bef28f4c53ce3acc257390,https://codereview.qt-project.org/243297,3,3,0,0,108,28,2,2,42.8163888888889,93,refactoring/,refactor|,refactoring/,refactor|,Refactor QAbstractHttpServer::servers(),Refactor QAbstractHttpServer::servers()  Change-Id: I11e7100dd5f25d6c02bef28f4c53ce3acc257390
277363,qt%2Fqttools~dev~I821f110a92187b767f25bd2911889386c3c1e74a,https://codereview.qt-project.org/242020,3,14,3,0,1258,37,4,1,265.433611111111,109,refactoring/,refactor|,refactoring/,refactor|,Refactor content widget internals to mimic index widget,Refactor content widget internals to mimic index widget  Change-Id: I821f110a92187b767f25bd2911889386c3c1e74a
277580,qt%2Fqttools~dev~I08b7eb02f1e3cf6e9ad33dc24322886ca2dc2fcd,https://codereview.qt-project.org/242416,6,21,0,0,6856,574,6,4,34.6275,110,refactoring/,refactor|,refactoring/,refactor|,QDoc: Refactor command line parser class out of main.cpp,QDoc: Refactor command line parser class out of main.cpp  Change-Id: I08b7eb02f1e3cf6e9ad33dc24322886ca2dc2fcd
277633,qt3dstudio%2Fqt3dstudio~wip%2Fruntime2~I08c3bc22dc1e3ad45c9a90675af782e2406f4619,https://codereview.qt-project.org/242150,10,23,25,0,1903,3359,5,4,91.5752777777778,168,refactoring/,refactor|,refactoring/,refactor|,Refactor translators,Refactor translators  Move scene object translators to separate file from Q3DSTranslation.  Task-number: QT3DS-1833 Change-Id: I08c3bc22dc1e3ad45c9a90675af782e2406f4619
277694,qt3dstudio%2Fqt3dstudio~master~I2f7b38331772e507d0744ac58e75402c6a4dd002,https://codereview.qt-project.org/242114,9,18,2,0,797,48,6,1,72.6961111111111,79,refactoring/,refactor|,refactoring/,refactor|,Refactor material property writing,Refactor property writing  Change-Id: I2f7b38331772e507d0744ac58e75402c6a4dd002
277747,qt3dstudio%2Fqt3dstudio~master~I2269a7adfeb9917ed5fa2be11e0356ef58b0d8f6,https://codereview.qt-project.org/242148,6,10,0,0,1979,218,2,3,43.575,549,refactoring/,refactor|,refactoring/,refactor|,Refactor mouse handling in project palette,"Refactor mouse handling in project palette  Due to regression QTBUG-70999, mouse responsiveness on project palette was severely hampered. Refactored the mouse handling code to get rid of a need for the hacky doubleclick timer to improve things a bit, but it's still missing the first click after a double click. We can't fix that in our code.  Also fixed an issue about opening the edit dialog for presentation id and prevented trying to drag presentations that do not have id.  Change-Id: I2269a7adfeb9917ed5fa2be11e0356ef58b0d8f6 Fixes: QT3DS-2450"
277842,qt-creator%2Fqt-creator~master~Idc0df32e6efe6d8618f556619fa956aded568119,https://codereview.qt-project.org/242091,3,5,5,0,235,491,3,9,24.0080555555556,166,refactoring/,refactor|,refactoring/,refactor|,ModelEditor: Refactor ComponentViewController,ModelEditor: Refactor ComponentViewController  Move some generic code into seperate controllers for later reuse.  Change-Id: Idc0df32e6efe6d8618f556619fa956aded568119
278197,qt%2Fqtwebsockets~5.12~I2db744696fe88ca03f55897016d9d38e302f820b,https://codereview.qt-project.org/240753,5,26,19,0,2778,246,8,2,174.9675,167,refactoring/,refactor|,refactoring/,refactor|,wasm: refactor and convert from EM_ASM,wasm: refactor and convert from EM_ASM  This also has the benefit that binary data is no longer global accessible  Change-Id: I2db744696fe88ca03f55897016d9d38e302f820b
278299,pyside%2Fpyside-setup~dev~I205cad1f90bc26511ea6b6e9b76ddb1bae544cf1,https://codereview.qt-project.org/241354,5,4,0,0,559,83,2,7,4.51083333333333,310,refactoring/,refactor|,refactoring/,refactor|,shiboken: Refactor finding of enums,"shiboken: Refactor finding of enums  In the AbstractMetaBuilder, change the list of enums into a QHash with the type entry as key since that is mostly used for searching. Streamline and simplify the search functionality accordingly.  Task-number: PYSIDE-817 Change-Id: I205cad1f90bc26511ea6b6e9b76ddb1bae544cf1"
278380,qt%2Fqtdeclarative~5.12~Id4ec5509ac1a1361e2170bbfc2347b89b520c782,https://codereview.qt-project.org/240767,4,18,0,0,59805,171,2,11,74.4175,248,refactoring/,refactor|,refactoring/,refactor|,Refactor InternalClass::find(),Refactor InternalClass::find()  Specialize find() into several methods for different purposes. Prepares for further cleanups and being able to split up getter and setter for accessor properties.  Change-Id: Id4ec5509ac1a1361e2170bbfc2347b89b520c782
278385,qt%2Fqtdeclarative~5.12~I1bada697486e3cafce7689bae87b7f884200dd99,https://codereview.qt-project.org/240545,4,24,0,0,65621,55,4,4,166.8875,357,refactoring/,refactor|,refactoring/,refactor|,Refactor deletion of properties,"Refactor deletion of properties  Allow entries with a valid PropertyKey, but invalid attributes in the InternalClass. Those entries mark a deleted property.  This cleans up/unifies some of the code in the internal class implementation and allows re-using the slot if a deleted property gets added again.  Change-Id: I1bada697486e3cafce7689bae87b7f884200dd99"
278543,qt%2Fqtivi~dev~Idf3deecbeda753f6fe61ec023044f1a096aa4736,https://codereview.qt-project.org/238935,3,4,0,0,572,24,2,2,483.569722222222,368,refactoring/,refactor|,refactoring/,refactor|,Refactor the backend() method in the autogenerated interface classes,"Refactor the backend() method in the autogenerated interface classes  Previously we used some old-style casts. These has been replaced by reinterpret_casts. To get rid of some more casts which where all over the place, a new backend() function is now generated which does the cast to the interface class only once.  Change-Id: Idf3deecbeda753f6fe61ec023044f1a096aa4736"
278848,pyside%2Fpyside-setup~dev~I5e3ef6df753679ec111a5f0d1b75305bd5cf1c0c,https://codereview.qt-project.org/240426,6,17,17,0,2173,183,5,2,5.37944444444444,1035,refactoring/,refactor|,refactoring/,refactor|,libshikoken: Refactor the Visitor class hierarchy,"libshikoken: Refactor the Visitor class hierarchy  Implementing the deleteInMainThread feature requires being able to collect a list of destructors and potentially storing it. This requires splitting out the actual deallocation/destructor calls from the DtorCallerVisitor and DeallocVisitor classes.  Since this is the only use of the virtual HierarchyVisitor::done() method (and it does not really belong to the visitor pattern), remove it.  Change the void visit() method into a bool from which true can be returned to terminate. The finish()/wasFinished() methods can then also be removed from HierarchyVisitor and the code simplified accordingly.  Replace the DtorCallerVisitor and DeallocVisitor classes by DtorAccumulatorVisitor that collects a list of DestructorEntry structs containing destructor function and C++ instance.  Polish the code a bit, use member initialization, add override, move implementations to source and some spacing for clarity.  Task-number: PYSIDE-810 Change-Id: I5e3ef6df753679ec111a5f0d1b75305bd5cf1c0c"
278897,pyside%2Fpyside-setup~dev~I9b137858f81396f8243f2d1be5277e6a38be4c84,https://codereview.qt-project.org/240198,6,11,0,0,3002,134,3,2,26.4811111111111,320,refactoring/,refactor|,refactoring/,refactor|,shiboken: Refactor code for querying functions of AbstractMetaClass,shiboken: Refactor code for querying functions of AbstractMetaClass  Move the checking code to a static method taking an AbstractMetaFunction and add static methods operating on a list. This makes it possible to implement checks without constructing temporary lists.  Change-Id: I9b137858f81396f8243f2d1be5277e6a38be4c84
279251,pyside%2Fpyside-setup~dev~I5ce2bed43001780553048d8af0addaba2b22410b,https://codereview.qt-project.org/239703,6,19,1,0,8715,130,4,4,23.2241666666667,882,refactoring/,refactor|,refactoring/,refactor|,shiboken: Refactor Generator::minimalConstructor(AbstractMetaClass),"shiboken: Refactor Generator::minimalConstructor(AbstractMetaClass)  Add some convenience functions returning the status of default expressions to AbstractMetaArgument.  Rewrite the function to only insert suitable candidates into an ordered multimap instead of looping twice over all candidates. Extend the check for default constructible by also checking whether the first argument has an unmodified default value.  This unearthed a bug in the old algorithm trying to find the maximum number of arguments: When no candidates were found, maxArgs was left at 0, which caused it to assume default constructible. This triggered for the QMatrixNxN classes inheriting QGenericMatrix<int, int, Type> with (unsupported) non-type template parameters. For these, the default constructor needs to be specified now.  Task-number: PYSIDE-62 Change-Id: I5ce2bed43001780553048d8af0addaba2b22410b"
279391,qt%2Fqtdeclarative~5.12~I8789f53b7d3377f6607fbc94e8475af5f14f2301,https://codereview.qt-project.org/239433,4,13,0,0,4424,115,3,1,34.3247222222222,230,refactoring/,refactor|,refactoring/,refactor|,Refactor SharedIngternalClassData,"Refactor SharedIngternalClassData  Prepare it to be able to specialize the private class for the property keys, to be able to improve performance of InternalClass::markObject()  Change-Id: I8789f53b7d3377f6607fbc94e8475af5f14f2301"
280458,qt-creator%2Fqt-creator~4.7~I7cbce7db2a22a7cb327965b9b7918eb46266b260,https://codereview.qt-project.org/237579,3,16,12,0,577,176,6,64,332.616388888889,102,refactoring/,refactor|,refactoring/,refactor|,Squish: Refactor starting Qt Creator from Squish,Squish: Refactor starting Qt Creator from Squish  Change-Id: I7cbce7db2a22a7cb327965b9b7918eb46266b260
281135,qt%2Fqtbase~5.12~Ic504b91325993dcd6099c99e125e7ed8ff1d7672,https://codereview.qt-project.org/237573,6,47,4,0,107284,85,7,1,52.3144444444444,603,refactoring/,refactor|,refactoring/,refactor|,Refactor tst_QFiledialog::clearLineEdit(),"Refactor tst_QFiledialog::clearLineEdit()  The suffered some shortcomings: - Flakyness due to not waiting for the file dialog list   to be populated. - It assumed that the hardcoded directory name   ____aaaa always would show first in the list. This may   not be true on Windows, where names like .designer show above - On failure, the test directory would leak.  To fix this, use QTemporaryDir and introduce predicates that can be used to check whether the dialog has been populated and the right file/directory is selected by pressing cursor down.  Change-Id: Ic504b91325993dcd6099c99e125e7ed8ff1d7672"
281393,qt%2Fqtrepotools~master~Ic2eae23ed10594f7adab7f5980852294252923d9,https://codereview.qt-project.org/237306,4,3,0,0,96,9,2,1,20.0661111111111,162,refactoring/,refactor|,refactoring/,refactor|,sanitizer: slightly refactor initialization of $eof_check,sanitizer: slightly refactor initialization of $eof_check  ... so it's more consistent with the other flags.  Change-Id: Ic2eae23ed10594f7adab7f5980852294252923d9
282279,pyside%2Fpyside-setup~dev~I3183087fb42b22a2189c17b94eaafdb4c1151f0e,https://codereview.qt-project.org/235901,5,10,0,0,752,151,5,4,28.6641666666667,573,refactoring/,refactor|,refactoring/,refactor|,shiboken: Refactor code involved in inheriting template classes,"shiboken: Refactor code involved in inheriting template classes  - Add a helper template to conveniently search for a MetaClass by name   and convenience function to search in lists. - Remove parameter bool *ok from   AbstractMetaBuilderPrivate::inheritTemplateType() and check on returned   pointer instead. - In the inheritTemplate* functions, use QScopedPointer to ensure result   is deleted on failure. - Search for a shadowing function first before creating the copy   in inheritTemplate().  Task-number: PYSIDE-725 Change-Id: I3183087fb42b22a2189c17b94eaafdb4c1151f0e"
282378,qt-creator%2Fqt-creator~4.7~I29e5956ea3279cdb1d6da61bf5b461666de436bc,https://codereview.qt-project.org/235293,3,33,29,0,1216,235,9,17,183.091666666667,323,refactoring/,refactor|,refactoring/,refactor|,Squish: Refactor selecting configured Kits in project,Squish: Refactor selecting configured Kits in project  The design of the Projects mode several times. We wrote lots of workarounds to keep even more old code alive because we never had the time for a proper refactoring. This time is now.  Task-number: QTCREATORBUG-20265 Change-Id: I29e5956ea3279cdb1d6da61bf5b461666de436bc
282467,qt%2Fqttools~dev~I5dfc5a9ebc791dbd2e13a9cbde72f77c3e2c6104,https://codereview.qt-project.org/235725,3,11,6,0,12152,97,3,2,4.88777777777778,275,refactoring/,refactor|,refactoring/,refactor|,Qt Designer: Refactor WidgetFactory::isPassiveInteractor(),Qt Designer: Refactor WidgetFactory::isPassiveInteractor()  Factor out a helper routine to check on the widget so that the caching pattern becomes clearer. Change the heap-allocated QPointer<QWidget> to a static variable.  Change-Id: I5dfc5a9ebc791dbd2e13a9cbde72f77c3e2c6104
282497,qt%2Fqttools~dev~Ib0bced9166cb6050e48195851abd6cb2b5109537,https://codereview.qt-project.org/235660,3,6,0,0,1815,15,2,2,9.54055555555556,286,refactoring/,refactor|,refactoring/,refactor|,Qt Designer: Refactor FormWindowManager::getUnsortedLayoutsToBeBroken(),"Qt Designer: Refactor FormWindowManager::getUnsortedLayoutsToBeBroken()  Change the return type from a QMap<QWidget *,bool> to a QSet<QWidget *> to fix a clang-tidy warning that a QHash should be used. The bool is redundant, though.  Change-Id: Ib0bced9166cb6050e48195851abd6cb2b5109537"
282636,pyside%2Fpyside-setup~dev~I5217207a3a7fb60823ccbcbf0915bf6cf21a3e4d,https://codereview.qt-project.org/234768,5,26,1,0,1164,159,5,4,291.758055555556,311,refactoring/,refactor|,refactoring/,refactor|,libshiboken: Refactor loops,libshiboken: Refactor loops  Avoid repeated invocation of container.end() in the loop condition by either assigning to a variable or use range-based-for where possible. Use auto for iterators to allow for changing the container type.  Task-number: PYSIDE-727 Change-Id: I5217207a3a7fb60823ccbcbf0915bf6cf21a3e4d
282808,qt%2Fqttools~dev~I52a2d7e8252d346f6d697889e796c76f114a56f2,https://codereview.qt-project.org/235239,3,9,2,0,605,34,3,1,2.52222222222222,304,refactoring/,refactor|,refactoring/,refactor|,QUiLoader: Refactor QAbstractFormBuilder::applyTabStops(),QUiLoader: Refactor QAbstractFormBuilder::applyTabStops()  Collect all widgets before applying the order and bail out if one cannot be found. The algorithm cannot do any meaningful if one is missing. Change the loop applying the order to a one-liner.  Change-Id: I52a2d7e8252d346f6d697889e796c76f114a56f2
283105,pyside%2Fpyside-setup~dev~I10234f2ddfff13ee7e0ee67f9aee118a088e5ab8,https://codereview.qt-project.org/234192,5,35,0,0,1362,373,17,4,230.353333333333,100,refactoring/,refactor|,refactoring/,refactor|,shiboken: Refactor attribute enumeration lookups in parser,shiboken: Refactor attribute lookups in parser  Change-Id: I10234f2ddfff13ee7e0ee67f9aee118a088e5ab8
283249,pyside%2Fpyside-setup~dev~I9bc844172a81244f729d87a3d4262545e6433904,https://codereview.qt-project.org/233472,6,49,4,0,8000,220,7,1,454.702777777778,178,refactoring/,refactor|,refactoring/,refactor|,shiboken: Refactor command line arguments handling,WIP: shiboken: Refactor command line arguments handling  Replace class ArgsHandler by plain QMap handling.  TODO: breaks sth  Change-Id: I9bc844172a81244f729d87a3d4262545e6433904
283269,qt%2Fqtbase~wip%2Fwebassembly~I78a3ad5e16fbb1046eedf2056583c022f7a27d5b,https://codereview.qt-project.org/233685,4,14,9,0,753,1202,5,69,384.905833333333,133,refactoring/,refactor|,refactoring/,refactor|,"wasm: rename platform, refactor files and other things","wasm: rename platform, refactor files and other things  Task-number: QTBUG-69168 Change-Id: I78a3ad5e16fbb1046eedf2056583c022f7a27d5b"
283368,qt%2Fqt5~5.9~I18e5f8f5d92cff5af2335cc5ac4cf571d27224ac,https://codereview.qt-project.org/231333,5,16,2,0,18360,100,3,1,915.533888888889,209,refactoring/,refactor|,refactoring/,refactor|,Provisioning: refactor squish install,Provisioning: refactor squish install  Change-Id: I18e5f8f5d92cff5af2335cc5ac4cf571d27224ac Reviewed-by: Heikki Halmet <heikki.halmet@qt.io> (cherry picked from commit de4e9c2169aac41db10fdff1503ad645f0a4a72a)
283771,qt%2Fqtdeclarative~dev~Ib4f7eceeb5f55d98dd6ccf2584d13a3b864caea1,https://codereview.qt-project.org/233588,3,18,6,0,5779,214,6,7,111.043333333333,244,refactoring/,refactor|,refactoring/,refactor|,Refactor initialization code for JS stack frames,"Refactor initialization code for JS stack frames  Move code into qv4stackframe_p.h, so that it can be re-used from different places. Clean up VME::exec and the generatorfunctions using this.  Change-Id: Ib4f7eceeb5f55d98dd6ccf2584d13a3b864caea1"
283875,qt%2Fqtremoteobjects~dev~Ie2a436132df2f4c7a2503a67b4f8fc2b9e18ef4e,https://codereview.qt-project.org/233186,4,12,9,0,747,217,5,5,120.815555555556,265,refactoring/,refactor|,refactoring/,refactor|,Refactor connection factories to shared base class,"Refactor connection factories to shared base class  There was a lot of duplicate code, and having a common base class makes it easier to extend (in future changesets) to support connections made outside of QtRO.  Change-Id: Ie2a436132df2f4c7a2503a67b4f8fc2b9e18ef4e"
284129,qt%2Fqtremoteobjects~dev~If61d144ae39a29b0c5f7145a7f27055b5d25cc48,https://codereview.qt-project.org/233185,4,10,0,0,62782,593,3,1,24.6594444444444,430,refactoring/,refactor|,refactoring/,refactor|,Refactor integration tests,"Refactor integration tests  This is a refactoring only, it doesn't change the tests (except for two minor fixes), but the refactoring will help in adding support for SSL (in future changesets).  The two minor fixes were to 1) Not call connectToNode in persistRestoreTest (there is no Host in this    test) 2) Not call enableRemoting twice on the same object in namedObjectTest  Change-Id: If61d144ae39a29b0c5f7145a7f27055b5d25cc48"
284281,qt3dstudio%2Fqt3d-runtime~master~Ie2a014778a1f05c916243f6c5d3299801fc43293,https://codereview.qt-project.org/232818,4,15,9,0,910,705,5,3,72.3613888888889,180,refactoring/,refactor|,refactoring/,refactor|,Refactor animation handling,Refactor animation handling  Simplify the communication and mapping between animating values by using the new property system.  Change-Id: Ie2a014778a1f05c916243f6c5d3299801fc43293
284454,qt%2Fqtapplicationmanager~dev~Ic0ba80f20da66c5f3d674f83853ec59226c4fc0c,https://codereview.qt-project.org/232352,3,12,10,0,673,783,5,15,145.992222222222,518,refactoring/,refactor|,refactoring/,refactor|,Refactor and improve single-process mode (QML inprocess),Refactor and improve single-process mode (QML inprocess)  * Remove duplicated code around window property getters and setters * Clarify ownership of InProcessSurfaceItem * Make the single-process API closer to the multi-process one    - FakeApplicationManagerWindow now inherits from QObject instead      of QQuickItem    - It's now possible to animate the disappearance of a window      in single-process mode (when client sets its visible property      to false)  Change-Id: Ic0ba80f20da66c5f3d674f83853ec59226c4fc0c
285037,qt%2Fqtdeclarative~dev~Ib94142827373d6894b508718f58e9f5e61e8c8e1,https://codereview.qt-project.org/230902,7,28,1,0,87808,31,3,1,246.143333333333,315,refactoring/,refactor|,refactoring/,refactor|,QQmlDelegateModelPrivate: refactor release(),"QQmlDelegateModelPrivate: refactor release()  Change the structure a bit, so it becomes a little less nested, and to make some ""clean"" space for the patch that handles recycling if items, which will add an extra section into this function in a subsequent patch.  Change-Id: Ib94142827373d6894b508718f58e9f5e61e8c8e1"
285749,qt%2Fqtlocation~5.11~Ib63f7bbedad51844c12b532f8d80988227e2f121,https://codereview.qt-project.org/231304,3,10,10,0,678,89,4,2,69.2691666666667,212,refactoring/,refactor|,refactoring/,refactor|,Refactor QLocationUtils NMEA support,Refactor QLocationUtils NMEA support  Introduced an enum with currently supported NMEA sentences. NMEA sentence detection factored out in a separate function.  Change-Id: Ib63f7bbedad51844c12b532f8d80988227e2f121
285778,qt3dstudio%2Fqt3dstudio~master~I264a5e68bd703eccaa5cb9fcad8e8f1b4b04cc5a,https://codereview.qt-project.org/231512,5,5,0,0,557,101,2,4,21.3902777777778,231,refactoring/,refactor|,refactoring/,refactor|,Refactor action state updates,"Refactor action state updates  Refactored action state updates to be done properly via events, so that we don't need to call binding from RowTree::paint.  Task-number: QT3DS-1850 Change-Id: I264a5e68bd703eccaa5cb9fcad8e8f1b4b04cc5a"
285779,qt3dstudio%2Fqt3dstudio~master~I0477c1feebbb4c4e6d26f13a220dbe8c0d64044f,https://codereview.qt-project.org/231562,5,5,0,0,557,29,2,5,19.2625,243,refactoring/,refactor|,refactoring/,refactor|,Refactor dynamic keyframe updates,"Refactor dynamic keyframe updates  Refactored dynamic keyframe updates to be done properly via events, so that we don't need to call binding from RowTimeline::paint.  Task-number: QT3DS-1850 Change-Id: I0477c1feebbb4c4e6d26f13a220dbe8c0d64044f"
285954,pyside%2Fpyside-setup~5.11~I7baa695fe4100e15b108e4eb7df15c6af7db2cbe,https://codereview.qt-project.org/231256,3,13,3,0,650,30,6,3,65.6355555555556,89,refactoring/,refactor|,refactoring/,refactor|,Refactor accepted CI configurations,Refactor accepted CI configurations  Change-Id: I7baa695fe4100e15b108e4eb7df15c6af7db2cbe
286098,qt%2Fqttools~dev~I49f592c631ccc6182d1dae742985c7b2bb15c81b,https://codereview.qt-project.org/230832,3,15,15,0,12299,2341,5,10,51.5338888888889,2339,refactoring/,refactor|,refactoring/,refactor|,qdoc: Refactor section construction and processing,"qdoc: Refactor section construction and processing  This update adds two classes called Section and Sections. These classes replace the FastSection and Section structs that used to be in codemarker.h, and they also replace the section building functions that used to be in codemarker.cpp and cppcodemarker.cpp.  Basically, the two structs FastSection and Section are combined into the single new class Section. FastSection was used to collect all the members for a section in a map with the node names as the keys and the nodes as the values. This allowed the names to be sorted as the map is built. When completed, themap was used to build the Section, where the map keys were copied to a list in the Section, and the map values were copied to another list. The values in these lists were already sorted.  Then the Section structs were copied into a list of Sections and the list was returned. The code was becomming too messy to maintain and impossible to use for implementing custom sections for QTBUG-45725.  Now the new class Section combines the deleted structs FastSection and Section. The procedure for building an instance of class Section is much the same as the old procedure for building a struct FastSection and then using the FastSection to build a struct Section. In the old procedure, 4 separate passes over all the child nodes of a class were required to build the FastSections and Sections for the Summay lists, the Details lists, the All Members list, and the Obsolete members lists. In the new procedure, only a single pass is required. This single pass is the purpose for the other new class Sections, which manages several static instances of QVector<Section>. All the required Section objects are built at the same time, and the never have to be copied. When the docs for a class, namespace, etc have been written, each Section is cleared but not deleted. The static instances of QVector<Section> are kept in their constructed state.  I thought this would speed up qdoc some, because there is much less allocating and deallocating of objects, but it seems to have actually slowed down a bit, and I can't see why. But the code is a lot simpler and reusable for the custom sections proposal, so I will continue with it and hopefully find the cause of the slowdown.  Change-Id: I49f592c631ccc6182d1dae742985c7b2bb15c81b"
286100,qt%2Fqttools~dev~I950a78aa31c6b5f206854efa16363b992e9bfea5,https://codereview.qt-project.org/227429,3,36,37,0,13669,2370,14,13,891.975277777778,918,refactoring/,refactor|,refactoring/,refactor|,qdoc: Refactor section construction,"qdoc: WIP Refactor section construction  qdoc outputs a standard list of sections for C++ classes, namespaces, header files, etc, and for QML types. The code for constructing the lists of section data structures was include in the CodeMarker class hierarchy, but it should not have been located there because it doesn't have anything to do with documentation markup. The result was that the CodeMarker classes (CodeMarker & CppCodeMarker) contained many member functions that should have been isolated in separate classes.  This update creates those separate classes and refactors CodeMarker and CppCodeMarker by removing the classes used for creating the lists of sections into a separate Sections class.This refactoring not only makes the code cleaner, it also enables implementation of the custom sections idea described in QTBUG-45725.  Change-Id: I950a78aa31c6b5f206854efa16363b992e9bfea5 Task-number: QTBUG-45725"
286842,qt%2Fqtdeclarative~dev~I8330cdda27e131a5f93723d4cf4c53a9f7630434,https://codereview.qt-project.org/223695,4,27,14,0,28952,225,6,5,1538.61027777778,190,refactoring/,refactor|,refactoring/,refactor|,Refactor QQuickPointerHandler: add private implementation class,WIP refactor QQuickPointerHandler into public and private classes  Follow the usual pattern in preparation for making this class public.  Change-Id: I8330cdda27e131a5f93723d4cf4c53a9f7630434
