index,id,url,#reviewers,#messages,#inline_comments,#unsolved_inline_comments,len_messages,churn,#revisions,#files,duration,len_description,subject categories,subject keywords,description categories,description keywords,subject,description
151422,qt%2Fqtdeclarative~dev~I91b303612c5e132143b325b9a8f982e9355bc90e,https://codereview.qt-project.org/63591,6,65,63,0,21749,3316,13,23,701.063333333333,1350,,,,,Add Singleton support for QML,"WIP: Add initial Singleton support for QML  This is the initial stab at introducing Singleton support for QML. You define a type as a Singleton by adding the following to your types QML file:  pragma Singleton  Currently the pragma needs to be before any import statement. The goal is to be able to have them mixed. Singleton is the only supported pragma for now. Others will generate errors.  The problem with the current implementation is that the QML files using a Singleton type need to resolve the type and have it in their typecache. As the Singleton is used as a value to properties, or as part of a javascript block, it is very difficult to detect if a type needs to be resolved. Up to now we have not validated the contents of property values and javascript blocks at the parser level.  In this change I've only hooked up the bool ProcessAST::visit(AST::UiPublicMember *node) to look for something that looks like a Singleton type (with an uppercase first letter). However, this is not scalable as we do not want to do string pattern matching to find a candidate. There needs to be a better way to handle this.  I used ""qlalr --no-debug --no-lines --qt qqmljs.g"" to generate the qqmljsparser and qqmljsgrammar files from qqmljs.g.  There are no unit tests attached yet to this WIP patch.  Change-Id: I91b303612c5e132143b325b9a8f982e9355bc90e"
261909,qt%2Fqt5~5.12.4~I6ad06f0a952a0d8bc5d21e62f8c2cef70f40c618,https://codereview.qt-project.org/263910,6,65,51,0,29763,73,21,3,132.9325,350,,,,,Provision sed for windows 10,Provision sed for windows 10  Sed is needed by webassembly build. Cannot use sed from msys as having msys bin folder in path breaks webassembly build.  Task-number: QTQAINFRA-2835 Change-Id: I6ad06f0a952a0d8bc5d21e62f8c2cef70f40c618 Reviewed-by: Heikki Halmet <heikki.halmet@qt.io> (cherry picked from commit 230a73409a2fe58e7de0674107a2d870be0bf03d)
46337,qt%2Fqt3d~5.9~I6a77f43dfb153de142d12ef1c3cdb1850669d49f,https://codereview.qt-project.org/202499,7,65,7,0,4187,6,29,1,1610.50333333333,628,,,,,Doc: add doc to undocumented methods/properties,Doc: add doc to undocumented methods/properties  qtexturewrapmode.h:60: warning: No documentation for 'Qt3DRender::QTextureWrapMode::WrapMode' qtexturewrapmode.h:55: warning: No documentation for 'Qt3DRender::QTextureWrapMode::x' qtexturewrapmode.h:56: warning: No documentation for 'Qt3DRender::QTextureWrapMode::y' qtexturewrapmode.h:57: warning: No documentation for 'Qt3DRender::QTextureWrapMode::z' ~                                                                                                                                                                        0  Change-Id: I6a77f43dfb153de142d12ef1c3cdb1850669d49f
154920,qt-creator%2Fqt-creator~master~Iecbb010e6b6e9dab27d9862a43dafa450f2bb1f8,https://codereview.qt-project.org/62697,6,66,47,0,3239,144,16,12,260.026111111111,183,,,,,VCS: Enable calling runVcs from non-GUI threads,VCS: Enable calling runVcs from non-GUI threads  * De-static runVcs and friends * Use signals for appending text to output window  Change-Id: Iecbb010e6b6e9dab27d9862a43dafa450f2bb1f8
270380,qt%2Fqtbase~dev~Ia4760bad8717f1758c3939132c446b4b4c6cd498,https://codereview.qt-project.org/246539,5,66,11,0,136333,15,8,3,1883.80527777778,671,,,,,QLineEdit: don't emit editingFinished if nothing was done,"QLineEdit: don't emit editingFinished if nothing was done  When a modal dialog is called from a slot connected to the editingFinished signal, the chain of event resulting from the focus returning to this widget will make the editingFinished signal emitted a second time. This patch uses a new variable to keep track of the fact that there was a modification. Once editingFinished was emitted, that flag is cleared so next time the signal will be emitted again.  [ChangeLog][QtWidget][QLineEdit] Behaviour change: now the editingFinshed signal is emitted only once after the line edit content was edit.  Change-Id: Ia4760bad8717f1758c3939132c446b4b4c6cd498 Fixes: QTBUG-40"
49645,qt-creator%2Fqt-creator~master~I87bdd66b8e492e99a360022962b0053f02a33e57,https://codereview.qt-project.org/202658,10,66,51,0,17839,327,12,3,455.620833333333,1880,,,,,Add experimental .clang-format,"WIP: Add .clang-format  ------------------------------------------------------------------------------- THIS IS WIP TO RESEARCH CLANG-FORMAT FOR USE IN/FOR QT CREATOR -------------------------------------------------------------------------------  1. Try this out with clang-format from the llvm/clang 5.0 branch  2. If you find a problem regarding our coding style:    a) Add the problematic case to tests/manual/clang-format/example.cpp,       which is the reference showing what is possible and what not.    b) Adapt .clang-format to fix the case if possible. ------------------------------------------------------------------------------- TODO:  [ ] Find problematic cases  [ ] Add src/libs/3rdparty/.clang-format with ""DisableFormat: false""? -------------------------------------------------------------------------------  Using clang-format brings these advantages:  * Spending less time for authors and reviewers for formatting  * Helps especially first-time contributors  * Sorts includes nicely  * Adds/fixes trailing namespace comments (e.g.: } // namespace Foo)  How to set up clang-format with Qt Creator:   1. Enable the Beautifier plugin, restart to load it.   2. Configure the plugin:      In Menu: Tools > Options > Beautifier > Tab: Clang Format        a) Select a valid clang-format executable        b) Use predefined style: File   3. Set a shortcut for convenience:      In Menu: Tools > Options > Environment > Keyboard      ClangFormat / FormatFile - e.g. Alt+C, F   4. Open some file and hit the shortcut, use git diff to see the      changes.  When clang-format is configured this way, it will read the settings from .clang-format in the closest parent directory for the file to format.  See also   https://clang.llvm.org/docs/ClangFormat.html   https://clang.llvm.org/docs/ClangFormatStyleOptions.html  Change-Id: I87bdd66b8e492e99a360022962b0053f02a33e57"
236937,qt%2Fqtdeclarative~5.14~I825c2c5a2bbc8d5324c3ba41a681aa68bc25a159,https://codereview.qt-project.org/275129,5,66,4,1,319983,2,9,1,3884.92916666667,271,,,,,Make tst_qquickcanvasitem significant again; fix image size rounding,"Revert ""tst_qquickcanvasitem: Setting as insignificant.""  This reverts commit a23ee5c0de0d91859e1e76e64073861347dd9861. Now we will find out on which platforms it currently needs blacklisting.  Task-number: QTBUG-41043 Change-Id: I825c2c5a2bbc8d5324c3ba41a681aa68bc25a159"
234015,pyside%2Fpyside-setup~5.14~Ifb0cbb20c21ca9c8b3d099fff1db5410eb6824b4,https://codereview.qt-project.org/295595,5,67,0,0,51769,28,7,3,70.1563888888889,438,,,,,shiboken: Fix dict access without GIL,"shiboken: Fix dict access without GIL  In PYSIDE-803 we used an optimization that accessed a dictionary without holding the GIL. This turned out to be not correct, because PyDict_GetItem works with thread state to maintain the global error variables.  PyDict_GetItemWithErrors can be used instead in a way that allows releasing the GIL.  Task-number: PYSIDE-803 Task-number: PYSIDE-813 Change-Id: Ifb0cbb20c21ca9c8b3d099fff1db5410eb6824b4"
75224,qt%2Fqtwebengine~5.8~I1813a658a2f46e90f9ca4e8229a8c8fbb6590248,https://codereview.qt-project.org/167558,11,67,283,0,4006,1337,15,28,517.001111111111,308,,,,,Add recipebrowser example,"Add recipebrowser example.  The example uses WebEngineView and Qt Quick Controls 2 items to demonstrate how to write a small hybrid QtQuick / HTML application, and also shows the usage of the new focusOnNavigationEnabled setting.  Task-number: QTBUG-52999 Change-Id: I1813a658a2f46e90f9ca4e8229a8c8fbb6590248"
272866,qt%2Fqttools~dev~I56a23175579a1a699939179da2f35bbcd6c73367,https://codereview.qt-project.org/245197,9,67,25,0,19069,7,11,1,1331.14611111111,168,,,,,Merge remote-tracking branch 'origin/5.12' into dev,WIP: Merge remote-tracking branch 'origin/5.12' into dev   Conflicts: 	src/qtattributionsscanner/qdocgenerator.cpp  Change-Id: I56a23175579a1a699939179da2f35bbcd6c73367
247668,qt%2Fqtdeclarative~5.15~Ibc754db17c78efb01468106aba32e30d70d2f4df,https://codereview.qt-project.org/274120,10,67,58,0,6859,14,17,2,1170.78083333333,312,,,,,Add API to get more information for each line in a QML Text element,Add API to get the natural width of each line in a QML Text element  Previously there was no way to know what area is occupied by each line in a QML Text element. This commit adds API that solves this problem by exposing naturalTextRect and naturalTextWidth.  Change-Id: Ibc754db17c78efb01468106aba32e30d70d2f4df
194460,qt%2Fqtbase~master~Ieadacef0b970f29752d9e3e36a007e5cbb005b0d,https://codereview.qt-project.org/19218,9,68,27,0,4871,113,17,2,315.289166666667,84,,,,,EGLFS: Integrate building into configure.,Add EGLFS support to configure  Change-Id: Ieadacef0b970f29752d9e3e36a007e5cbb005b0d
273227,qt%2Fqtbase~5.12~I58c058761f71b4a7675b6a078be62aa813ead752,https://codereview.qt-project.org/247507,9,68,10,0,189445,19,10,1,315.643888888889,250,,,,,QToolTip - set correct screen before resize,QToolTip - set correct screen before show  In order to get a correctly not truncated size we need the hint to be calculated based on the screen it is about to be shown on.  Task-number: QTBUG-72306 Change-Id: I58c058761f71b4a7675b6a078be62aa813ead752
43391,qt%2Fqtbase~5.9~Ie408704b2924e1220491a9ea30f0141dfa4867d9,https://codereview.qt-project.org/213554,5,68,9,0,76228,74,5,2,75.3544444444444,474,,,,,"Add a ""shim"" to allow use of Clang 5's __builtin_available everywhere","Add a ""shim"" to allow use of Clang 5's __builtin_available everywhere  This is mostly relevant for Apple platforms, where we can use the new unguarded availability warnings to guarantee that proper version checks are present when using APIs that are not necessarily available on the deployment target.  Change-Id: Ie408704b2924e1220491a9ea30f0141dfa4867d9 Reviewed-by: Thiago Macieira <thiago.macieira@intel.com> (cherry-picked from 70422449ef892d7cc3086d88e5e9e43c771e2bc3)"
233007,qt%2Fqtbase~dev~I63281adfef3d01385928b1d8c4be0b32ac97c4d7,https://codereview.qt-project.org/283252,4,68,6,5,31575,97,25,2,3364.00277777778,230,,,,,CMake: Generate qmake pri information for building with qmake,WIP: Generate qmake prl and pri information for building with qmake  Partial work to generate proper information for qmake to be able to build modules.  Task-number: QTBUG-75666 Change-Id: I63281adfef3d01385928b1d8c4be0b32ac97c4d7
226130,qbs%2Fqbs~master~Ic09776d08e2a2ecd68fb4c08881201a7a0a25240,https://codereview.qt-project.org/304285,7,69,57,5,4771,175,13,4,290.176388888889,270,,,,,Android: Add support to generation of aab package,Android: Add support to generation of aab package  The Android.sdk generateAab property if set allows to generate the aab package instead of the apk one (generating both packages in the same product is not possible).  Change-Id: Ic09776d08e2a2ecd68fb4c08881201a7a0a25240
63069,qt%2Fqtdeclarative~wip%2Fpointerhandler~I45df7abdbd91e068a69101ed27e2ec44272e3899,https://codereview.qt-project.org/179377,3,69,1,0,5371,12,31,3,1540.75388888889,125,,,,,notify all passive-grabbing PointerHandlers when exclusive grab changes,notify all passive-grabbing PointerHandlers when exclusive grab changes  Change-Id: I45df7abdbd91e068a69101ed27e2ec44272e3899
269663,qt%2Fqtbase~dev~I4b56ce8c76729d9fc60995564299f8f27336fcde,https://codereview.qt-project.org/251316,8,69,15,0,33679,66,9,7,588.983055555556,511,,,,,Merge remote-tracking branch 'origin/5.13' into dev,WIP: Merge remote-tracking branch 'origin/5.12' into dev   Conflicts: 	src/network/ssl/qsslsocket_mac.cpp 	tests/auto/testlib/selftests/blacklisted/tst_blacklisted.cpp 	tests/auto/testlib/selftests/expected_blacklisted.lightxml 	tests/auto/testlib/selftests/expected_blacklisted.teamcity 	tests/auto/testlib/selftests/expected_blacklisted.txt 	tests/auto/testlib/selftests/expected_blacklisted.xml 	tests/auto/testlib/selftests/expected_blacklisted.xunitxml  Change-Id: I4b56ce8c76729d9fc60995564299f8f27336fcde
76559,qt%2Fqtbase~dev~I4978775e9732c40bc77f549b83bb4a5d1761887e,https://codereview.qt-project.org/166992,5,69,15,0,38850,194,11,10,172.861666666667,612,,,,,Enable cleartext HTTP/2 and bring the auto-test back to life,"Enable cleartext HTTP/2 and bring the auto-test back to life.  HTTP/2 does not require TLS connection, it can work in a cleartext mode. Plus at the moment only OpenSSL backend  allows HTTP/2 negotiation via ALPN/NPN (and none of our CI configurations with OpenSSL supports these extensions, rendering HTTP/2 auto-test useless). This patch implements cleartext HTTP/2 ('h2c') in 'direct' mode - this is allowed if a client has a prior knowledge that HTTP/2 is supported by a server. It also makes HTTP/2 auto-test functional on all platforms we're testing on.  Change-Id: I4978775e9732c40bc77f549b83bb4a5d1761887e"
235027,qt%2Fqtmultimedia~dev~I0e27157d08c8f2f430d141888375ac8667b7493f,https://codereview.qt-project.org/286704,4,70,0,0,177223,4,5,1,1632.95694444444,101,,,,,Update dependencies on 'dev' in qt/qtmultimedia,Update dependencies on 'dev' in qt/qtmultimedia  Change-Id: I0e27157d08c8f2f430d141888375ac8667b7493f
75655,qt%2Fqtwebengine~5.8~I44e1ffc8587ff8d8e677a47f8048feaef2e3266a,https://codereview.qt-project.org/162928,9,70,3,0,25801,7,12,1,1575.64055555556,113,,,,,Enable PDF for desktop platforms and add chromium dependencies,WIP: Add dependencies to chrome_qt.gyp when pdf is enabled.  Change-Id: I44e1ffc8587ff8d8e677a47f8048feaef2e3266a
273510,qt%2Fqt5~5.12~Ib45df166b0096ec1ec198e6cba792cd8a41c05a7,https://codereview.qt-project.org/247212,4,70,0,0,180605,16,13,8,213.542777777778,88,,,,,Update submodules on '5.12' in qt5,Update submodules on '5.12' in qt5  Change-Id: Ib45df166b0096ec1ec198e6cba792cd8a41c05a7
90403,qt%2Fqtbase~dev~Ia4b267a298310ac7d73edf473b12792991249d8a,https://codereview.qt-project.org/145351,7,70,49,0,7239,79,15,5,843.146944444444,495,,,,,Add initial clang-cl support to Qt,"Add initial clang-cl support to Qt  This adds the functionality to build Qt with clang under windows against the Microsoft Visual Studio 2015 runtime.  In order to replicate this, a Clang 3.8 build with Visual Studio 2015 Update 1 is needed.  Adds compiler detection to Qt to distinguish correctly the clang compiler and windows.  Clang has some buildin numeric functions, so no need in using the microsoft version, which also conflict here.  Change-Id: Ia4b267a298310ac7d73edf473b12792991249d8a"
234167,qt%2Fqtrepotools~master~Iedb5bd8ca825bcc679b65e524a1c3d76116b58dd,https://codereview.qt-project.org/88012,5,71,15,0,2485,285,33,1,50690.7,189,,,,,gpush/gpick: add smart series grouping mode,add git-grefresh tool  thist first version unconditionally replaces the specified local commits with the lastest patchsets from gerrit.  Change-Id: Iedb5bd8ca825bcc679b65e524a1c3d76116b58dd
64572,qt-apps%2Fboot2qt-demos~dev~I648464ed9a8253e5069bc6fd59e8b92128b60adc,https://codereview.qt-project.org/178745,7,71,314,0,5146,4644,28,44,1417.89555555556,268,,,,,Added IoT SensorTag demo to tradeshow,"Added IoT SensorTag demo to tradeshow  iot-sensortag folder added. This is project originally from consultacy repo, moved to here. It's a cross-platform app that shown multiple data values from TI CC2650 SensorTag.  Change-Id: I648464ed9a8253e5069bc6fd59e8b92128b60adc"
261221,qt%2Fqtbase~dev~I0b48fc8e90304e0dacc3fffd14e8e3a197211788,https://codereview.qt-project.org/207349,9,71,8,0,146087,117,5,2,14931.4366666667,635,,,,,QLockFile/Unix: save the boot and machine IDs in the lock file too,"QLockFile/Unix: save the boot and machine IDs in the lock file too  This allows us to make sure that the PID we read is from the same boot as we are right now running. The collision could happen on embedded systems where the boot sequence is fixed, so all the same processes would have the exact same PIDs after reboot as they did before.  [ChangeLog][QtCore][QLockFile] QLockFile can now properly conclude that a lock file from a previous boot of the same device is stale and can be removed. This is implemented only for Linux and Apple operating systems.  Task-number: QTBUG-63425 Change-Id: I0b48fc8e90304e0dacc3fffd14e8e3a197211788"
87354,qt%2Fqtwebengine~5.7~I695b8cbf648bdc7f119b0ed51ab685cf2f8de8e4,https://codereview.qt-project.org/149525,8,71,23,0,93976,428,12,8,1035.62888888889,374,,,,,Add API for context menu data,"Add API for context menu data  For QWebEnginePage users to be able to make custom context menu or extend the default context menu, they need information about the context.  This patch adds a QWebEngineContextData class that contains contextual information when a context menu is being requested.  Task-number: QTBUG-51079 Change-Id: I695b8cbf648bdc7f119b0ed51ab685cf2f8de8e4"
242778,qbs%2Fqbs~master~I76b1901cb7c41f8b5b0122265c99c9b37b59f261,https://codereview.qt-project.org/285844,5,72,25,3,9139,192,12,10,67.0897222222222,120,,,,,Add Docker environment to test Qbs with Qt for Android,"WIP: Add Android test environment using qt 5.13.2, android ndk r20  Change-Id: I76b1901cb7c41f8b5b0122265c99c9b37b59f261"
63136,qt%2Fqt5~5.9~Ie7e673d95b4930a93fc6d1a4aa86241061001bc2,https://codereview.qt-project.org/183053,9,72,0,0,20094,6,7,1,442.904722222222,79,,,,,Add qtremoteobjects,[WIP] Add qtremoteobjects  Change-Id: Ie7e673d95b4930a93fc6d1a4aa86241061001bc2
286937,qt%2Fqtwebengine~dev~I79f2c38a123cd053e3a59f4900afbdc759a396fe,https://codereview.qt-project.org/216441,6,72,21,0,32953,145,23,16,3049.99194444444,430,,,,,Change BrowserContextAdapter to be QPointer,WIP: Change BrowserContextAdapter to be QPointer  BrowserContextAdapter is living and accessd only in UI thread remove QSharedPointer usage and change qwebengineprofiles to use QPointer to prevent BrowserContextAdapter outliving the WebEngineContext. BrowserContextAdapter instances have globalObject as a parent to track WebEngineContext destruction.  Task-number: QTBUG-62147 Change-Id: I79f2c38a123cd053e3a59f4900afbdc759a396fe
260854,qt%2Fqtbase~dev~I39332e0a867442d58082fffd1508dfb9b540af23,https://codereview.qt-project.org/216517,10,72,48,0,221567,868,14,6,12446.8677777778,111,,,,,QCborValue: add support for QVariant and JSON conversions,QCborValue: add support for QVariant and JSON conversions  Change-Id: I39332e0a867442d58082fffd1508dfb9b540af23
258547,qt%2Fqtbase~dev~Iaf468166793e0cabb514b51c827b30317bf45a2d,https://codereview.qt-project.org/265700,8,73,3,0,75696,704,29,57,184.448055555556,286,,,,,QtWidgets: Fix static method invocations,QtWidgets: Fix static method invocations  Apply fixits by Creator and the results of a manual search focusing on QCore/Gui/Applicaton(Private) methods and variables to prepare for splitting out some classes.  Task-number: QTBUG-76493 Change-Id: Iaf468166793e0cabb514b51c827b30317bf45a2d
70139,qt%2Fqt3d~5.8~I2f4bc18a8b667cd4036d02250574e88831498035,https://codereview.qt-project.org/168165,5,73,11,0,34467,165,29,2,2163.29,209,,,,,Texture backend refactoring: Simplify TextureImage,Texture backend refactoring: Simplify TextureImage  TextureImage will basically just hold the frontend data and notify the Texure holding it about changes.  Change-Id: I2f4bc18a8b667cd4036d02250574e88831498035
277526,qt%2Fqt5~dev~I9677e735cc06b98c937ad2cd3cd8b00e05f2e3b0,https://codereview.qt-project.org/242101,4,73,0,0,68669,0,17,0,142.856666666667,87,,,,,Update submodules on 'dev' in qt5,Update submodules on 'dev' in qt5  Change-Id: I9677e735cc06b98c937ad2cd3cd8b00e05f2e3b0
99220,qt%2Fqtbase~5.6~Ib056b47dde3341ef9a52ffff13ef13ee2cf888eb,https://codereview.qt-project.org/121022,12,73,1,0,87577,2,7,1,2388.40972222222,491,,,,,Turn C++11 on by default if the compiler supports C++11,"Turn C++11 on by default if the compiler supports C++11  [ChangeLog][Important Behavior Changes] qmake now enables C++11 support by default if the compiler is known to support it. To disable this, add to your .pro file: CONFIG -= c++11. Note that Qt 5.7 will require C++11 support, so it is a good idea to ensure your code works with that compiler setting. (Note: it is not possible to disable C++11 support with Microsoft Visual Studio)  Change-Id: Ib056b47dde3341ef9a52ffff13ef13ee2cf888eb"
242895,qt%2Fqttools~5.15~I89134948df20e0b546ca6ef835da4a678fd579b2,https://codereview.qt-project.org/273059,7,74,14,0,4692,1043,30,16,3006.49444444444,102,,,refactoring/,refactor|,Assistant: Remove unused stuff,WIP: Assistant: Refactor doc and filter settings  Change-Id: I89134948df20e0b546ca6ef835da4a678fd579b2
276947,qt%2Fqttools~dev~I918f83030c48d96db4a5588ab53458f221a5374e,https://codereview.qt-project.org/240616,9,74,174,0,36192,70,23,5,775.7225,2228,,,,,qdoc: Reorganize Qdoc's Node class hierarchy,"qdoc: Find the c and c++ include dirs for macOS  This update is required because the libclang release packages listed on the Qt Downloads page don't include the c and c++ header files that are provided by the LLVM builder.  When I buildt my own LLVM for version 3.9, it installed the clang libraries and include files and the c and c++ headers in /usr/local. All I had to do was set LLVM_INSTALL_DIR to /usr/local, and qdoc would build and run as expected. The clang parser used in qdoc would find the c and c++ include files in /usr/local/include.  When it came time to upgrade my clang to version 6.0, I installed the libclang release package for macOS, which creates a libclang directory with the clang libraries and clang headers, but not the c and c++ headers. So when I set LLVM_INSTALL_DIR to that libclang dir, it built qdoc ok, but when I ran qdoc, it printed thousands of errors for missing c++ and c types, because the include directories passed to qdoc on the command line don't include anything for finding the c and c++ headers.  qdoc detects now -clang-path parameters on the command line. It uses these two paths into the macOS SDK to construct these two include paths, which lead to the c++ and c include directories respectively:  -I/Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/include/c++/v1 -I/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX10.14.sdk/usr/include  This works on my mac, except for the ""variant"" template used in one place in qvariant.h, where clang says there is no template named variant in namespace std. However, there is a template named variant in the <variant> header, but clang in qdoc is not seeing it, which might be revealing a problem with this update. Namely, the clang version in my libclang directory is different from the clang version in my macOS SDK, so maybe the c and c++ headers in the SDK are not compatible with the clang in my libclang. If that is the problem, then maybe our libclang-release packages on the Qt Downloads page should go the extra step of including the c and c++ headers that are made available when each LLVM is built.  Change-Id: I918f83030c48d96db4a5588ab53458f221a5374e"
220737,qt%2Fqttools~5.15~I8ff15710b1a433ddcb3000e5bcf58790c983e63f,https://codereview.qt-project.org/291144,10,74,47,7,3264,154,13,4,4662.52527777778,225,,,,,Adapt the QtHelp API according to recent QMap changes,WIP: Adapt the QtHelp API according to recent QMap changes  The usage of QMap as a multi map has just been deprecated. Adapt the QtHelp API accordingly.  Fixes: QTBUG-82334 Change-Id: I8ff15710b1a433ddcb3000e5bcf58790c983e63f
90074,qt-creator%2Fqt-creator~master~I981e38a10fff1c1792f285d5837553aa7596cd2f,https://codereview.qt-project.org/113829,8,74,61,0,10303,48856,15,331,6137.31638888889,243,,,,,Add modeling library,"Add modeling library  Modeling library implements the entities, diagrams and widget Ui for ModelEditor plugin and tools. This is a 3rdparty library not following the QtCreator coding style.  Change-Id: I981e38a10fff1c1792f285d5837553aa7596cd2f"
261232,qt%2Fqtbase~dev~I22d223c50057c3edab4ef7f01d9ed0f58e9139c1,https://codereview.qt-project.org/206806,4,75,3,0,474956,13,3,2,15030.1758333333,789,,,,,QDateTimeParser: reject all short values in fixed-width fields,"QDateTimeParser: reject all short values in fixed-width fields  Previously, a 1, 2 or 3 for ""dd"" would be rejected because 10, 20 or 30 would fit in the field and be valid; but 4 or more was accepted, even though it was too short for the field, because no suffix could make it valid within the field-width.  [ChangeLog][QtCore][QDateTimeParser] When parsing dates and times from strings, fixed-width date-time fields, such as a ""dd"" for day, now reject all values that should be padded, rather than only doing so when the value is a prefix of some value that would fill the field-width.  Use a single letter for the field, e.g. ""d"" for day, if you want to accept short values.  (QDateTimeEdit is not affected.)  Task-number: QTBUG-63072 Change-Id: I22d223c50057c3edab4ef7f01d9ed0f58e9139c1"
222222,qt%2Fqtbase~dev~I022eecf1ba03b54dbd9c98a9d63d05fb05fd2124,https://codereview.qt-project.org/299523,5,75,17,0,77488,125,23,7,2396.71638888889,163,,,,,QDecompressHelper: Introduce zstd support,WIP: DecompressHelper: Introduce zstd support  @todo Need to add a missing test file  Task-number: QTBUG-83269 Change-Id: I022eecf1ba03b54dbd9c98a9d63d05fb05fd2124
90639,qt%2Fqt5~5.6.0~Ic407bd126cc4c0a557ec7769d41394aa68c0cbee,https://codereview.qt-project.org/147715,7,75,0,0,186321,24,7,12,223.986666666667,73,,,,,Updated submodules.,Updated submodules.  Change-Id: Ic407bd126cc4c0a557ec7769d41394aa68c0cbee
270123,qt%2Fqtbase~5.13~Ie6de9d10812b776519bd6115593b433fe77059fe,https://codereview.qt-project.org/222682,5,75,43,0,4505,387,23,11,8246.76916666667,86,,,,,wasm: add clipboard support,WIP: wasm: add clipboard support  Change-Id: Ie6de9d10812b776519bd6115593b433fe77059fe
214913,qt%2Fqtbase~dev~Ia6ba08df198288b8b11d3b2d2052c194f04fe8a1,https://codereview.qt-project.org/316622,4,76,36,0,33099,74,19,2,550.358333333333,78,,,,,Add unit tests for QDateTimeParser internals,WIP: add more unit tests  Change-Id: Ia6ba08df198288b8b11d3b2d2052c194f04fe8a1
259329,qt%2Fqtbase~dev~I837866dbeff4b3f4ba4eb5b564041fecbd59e70e,https://codereview.qt-project.org/263546,8,76,20,2,40139,21,24,1,408.619722222222,130,,,,,QUrl: replace manual memory management of QUrlPrivate::Error with unique_ptr,QUrl: replace manual memory management of QUrlPrivate::Error with unique_ptr  Change-Id: I837866dbeff4b3f4ba4eb5b564041fecbd59e70e
130407,installer-framework%2Finstaller-framework~master~Ic8a076a28385e99ad09cfbccd07c7012d6570639,https://codereview.qt-project.org/322030,6,76,52,11,7309,335,24,10,1430.42694444444,115,,,,,Add support for generating offline installer from online,WIP: Add support for generating offline installer from online  Change-Id: Ic8a076a28385e99ad09cfbccd07c7012d6570639
70880,qt%2Fqtbase~dev~If58785210feee3550892fc7768cce90e75a2416c,https://codereview.qt-project.org/174065,12,76,44,0,21193,103,13,8,386.04,352,,,,,Merge remote-tracking branch 'origin/5.8' into dev,Merge remote-tracking branch 'origin/5.8' into dev  Conflicts: 	mkspecs/features/mac/sdk.prf         mkspecs/features/mac/default_post.prf 	mkspecs/features/uikit/sdk.prf 	src/platformsupport/fontdatabases/fontdatabases.pro 	src/plugins/platforms/cocoa/qnsview.mm 	src/plugins/platforms/ios/ios.pro  Change-Id: If58785210feee3550892fc7768cce90e75a2416c
227481,qt%2Fqtbase~dev~I521f1924f701260b41dccbcecf87b19f08df5ccc,https://codereview.qt-project.org/302149,5,77,2,2,71853,179,16,23,349.495833333333,122,,,,,Move windows font databases into QtGui,WIP: Move windows font databases into QtGui  Task-number: QTBUG-83255 Change-Id: I521f1924f701260b41dccbcecf87b19f08df5ccc
247105,qt%2Fqtbase~dev~Ief2ad71bf840666c64145d58e9ca71d05fad5659,https://codereview.qt-project.org/214843,14,77,22,1,7409,283,22,11,16624.3230555556,83,,,,,Add QTextMarkdownImporter,WIP add QTextMarkdownImporter  Change-Id: Ief2ad71bf840666c64145d58e9ca71d05fad5659
150693,qt-creator%2Fqt-creator~master~I560490afa287b3bb1e863bce1bb4f57af36ad56e,https://codereview.qt-project.org/46265,3,77,16,0,10278,146,30,7,5849.06694444445,115,,,,,C++: Only parse with appropriate defines for open editors.,"WIP: C++: for completion, only parse with appropiate defines.  Change-Id: I560490afa287b3bb1e863bce1bb4f57af36ad56e"
76331,qt%2Fqtbase~5.8~Icf69d92159d070889085e20d31f2e397d796d940,https://codereview.qt-project.org/166373,9,77,30,0,21564,77,13,9,421.031388888889,92,,,,,Added capHeight() to QRawFont and QFontMetrics(F),WIP: Implemented QRawFont::capHeight()  Change-Id: Icf69d92159d070889085e20d31f2e397d796d940
244442,qt%2Fqtbase~dev~I58bd914b9bdd0ed3349ba56fa78220ab06114852,https://codereview.qt-project.org/101417,7,78,2,0,159717,11,15,1,43915.4547222222,720,,,,,Tell the compiler that QArrayData returns aligned pointers,"Tell the compiler that QArrayData allocates memory and it is aligned  ICC, GCC and Clang support __attribute__((malloc)) that tells them that the function returns newly allocated memory which doesn't alias anything else. Though technically we may return memory that has already been used (the shared null or such), that should not be a problem.  GCC 4.9 and later support the __attribute__((alloc_align)) attributes that indicate the alignment of the data. To make it work on GCC since 4.7 and Clang as of 3.6, we instead use __builtin_assume_aligned(). I don't know which version of ICC first implemented this, but ICC 15 does and it also reports itself as GCC 4.9.  Change-Id: I58bd914b9bdd0ed3349ba56fa78220ab06114852"
212292,qt%2Fqtbase~master~Ic3c820a488a0992c944994d4d7dc283da36742d6,https://codereview.qt-project.org/928,8,78,134,0,5475,87,23,1,608.061388888889,326,,,,,Add rudimentary config.test support when configuring modules.,"Add rudimentary config.test support to syncqt.  A map of ""config var name"" => ""test directory name"" is used to control the tests to run.  Only supports Linux right now (and to that extent, make must be called 'make', not 'gmake') because the logic to find MAKE is missing.  Change-Id: Ic3c820a488a0992c944994d4d7dc283da36742d6"
